branch	sha	source_occurrence	old_id	new_id	fingerprint	origin	source_spec	status
main	14d3d1795d9f861257ac122f7183449b248a369a	20	DW-20	DW-20	8676f2c9bc23f9479095d17aa5a8831701dd8a6212bd19e6be3edf18834d80b7	spec-deferred 553bb6411cf5	`12-confirmed-unlearn-with-failure-evidence-and-retry-free-embeds.md`	open
main	14d3d1795d9f861257ac122f7183449b248a369a	21	DW-21	DW-21	cad3e9d773a58e57df1f59ffa9c072f6b28332168d7ac47d3c5fc452b13a9c18	spec-deferred de93dd2066cc	`12-confirmed-unlearn-with-failure-evidence-and-retry-free-embeds.md`	open
main	14d3d1795d9f861257ac122f7183449b248a369a	22	DW-22	DW-22	4422ae9ecab91cbb09102ed83d72b9480ca7932098a5f4b5cf157a858d04afe4	operator 2026-09-02	`12-confirmed-unlearn-with-failure-evidence-and-retry-free-embeds.md`	open
sprint2-boundary	e04ab9a9f05717b7607efe1137eac97795a41ed0	1	DW-1	DW-1	203ce2bacb58f7500d5026e855421d02bae1e201c9ec3b9949bf659136a2f812	spec-deferred 542cee466154	`9-bounded-chat-context-windowed-proposals-empty-reads-on-missing-threads.md`	open
sprint2-boundary	e04ab9a9f05717b7607efe1137eac97795a41ed0	2	DW-2	DW-2	3bffff1d97e5b9368a26c742ca1fce831b7691be7176b120da04b46a198c6506	review-budget-followup	`9-bounded-chat-context-windowed-proposals-empty-reads-on-missing-threads.md`	open
sprint2-boundary	e04ab9a9f05717b7607efe1137eac97795a41ed0	3	DW-3	DW-3	42f6f5094e4327b27af52508426e748371f298b0cc6bbfab69f23c7a3b186785	spec-deferred 96dbf2f50b46	`10-generations-record-prompt-version-hash-and-learning-digest-ids.md`	open
sprint2-boundary	e04ab9a9f05717b7607efe1137eac97795a41ed0	4	DW-4	DW-4	b703bd07be174de1cd7d2f9348edcc48bb1e772ba98c714f6c906aca2aff08c5	spec-deferred 441c1cd5bc10	`10-generations-record-prompt-version-hash-and-learning-digest-ids.md`	open
sprint2-boundary	e04ab9a9f05717b7607efe1137eac97795a41ed0	5	DW-5	DW-5	e682b1c5bac20f4fd9c8a9f526af6c14614bc507a437d0901c1b2857b30f6ab8	spec-deferred f3ddbb267ea5	`10-generations-record-prompt-version-hash-and-learning-digest-ids.md`	open
sprint2-boundary	e04ab9a9f05717b7607efe1137eac97795a41ed0	6	DW-6	DW-6	e74d3de377f27652064c27bb49f374a9c258438383a8f583b85047d59eacb12f	spec-deferred 7403dbc2733c	`10-generations-record-prompt-version-hash-and-learning-digest-ids.md`	open
sprint2-boundary	e04ab9a9f05717b7607efe1137eac97795a41ed0	7	DW-7	DW-7	27d645dc5629a64504a6e451fd769bd5e7715deda59ec852f4c6cf3858bde360	spec-deferred 2b000c09e95e	`10-generations-record-prompt-version-hash-and-learning-digest-ids.md`	open
sprint2-boundary	e04ab9a9f05717b7607efe1137eac97795a41ed0	8	DW-8	DW-8	a7e99630fc03e238fe97bceb433a6bf312cbbe53b5edd0949875319658ae4975	spec-deferred 50914cf5f212	`10-generations-record-prompt-version-hash-and-learning-digest-ids.md`	open
sprint2-boundary	e04ab9a9f05717b7607efe1137eac97795a41ed0	9	DW-9	DW-9	3a7bb42574adf713adda9008d5992a187fe07e97bb90e38ccd751ec58e9f9592	spec-deferred f97517052e1a	`10-generations-record-prompt-version-hash-and-learning-digest-ids.md`	open
sprint2-boundary	e04ab9a9f05717b7607efe1137eac97795a41ed0	10	DW-10	DW-10	eccd0dc74cc58b56895cf807b9b8635cf7846a4a89ef5f0bc4f10b249353fe3e	spec-deferred 482a6ce62b45	`10-generations-record-prompt-version-hash-and-learning-digest-ids.md`	open
sprint2-boundary	e04ab9a9f05717b7607efe1137eac97795a41ed0	11	DW-11	DW-11	cc942113991a9f619ea4061301c0a52e6b27b7d313b08de6e82a4a532797e34c	review-budget-followup	`10-generations-record-prompt-version-hash-and-learning-digest-ids.md`	open
sprint2-boundary	e04ab9a9f05717b7607efe1137eac97795a41ed0	12	DW-12	DW-12	fc7a2c188347b1fb9526723d16b517e100759e88b02c4527b6a0d4f3a64d41de	spec-deferred 30e515bd62ef	`11-getgeneration-exposes-attributable-cost-with-legacy-null-semantics.md`	open
sprint2-boundary	e04ab9a9f05717b7607efe1137eac97795a41ed0	13	DW-13	DW-13	b7fffdffe80365a298cf26e332ae9d4edf7e4b8a5c25751362a21b080c9ba716	spec-deferred 17d0f20a8246	`11-getgeneration-exposes-attributable-cost-with-legacy-null-semantics.md`	open
sprint2-boundary	e04ab9a9f05717b7607efe1137eac97795a41ed0	14	DW-14	DW-14	6e82eda9b87e0c072d851a188fac7061b76b70327a05e26ca8617d241b7f1314	spec-deferred 8dea7e53e38b	`11-getgeneration-exposes-attributable-cost-with-legacy-null-semantics.md`	open
sprint2-boundary	e04ab9a9f05717b7607efe1137eac97795a41ed0	15	DW-15	DW-15	40c89de892797d3c4a2ae2248b67ed5c2805b745e37de5a1836312602d580ca1	spec-deferred 064dc3cf843b	`12-confirmed-unlearn-with-failure-evidence-and-retry-free-embeds.md`	open
sprint2-boundary	e04ab9a9f05717b7607efe1137eac97795a41ed0	16	DW-16	DW-16	be1e227b94eb53e7e83fcc4ed6bb62397499b748c0f92337072639e27a5037d9	spec-deferred 87fa6e71d1bb	`12-confirmed-unlearn-with-failure-evidence-and-retry-free-embeds.md`	open
sprint2-boundary	e04ab9a9f05717b7607efe1137eac97795a41ed0	17	DW-17	DW-17	dddd6655d7d667cbcb4fef03e04670856f96d088c97056b45ab14e6ee9d40d34	spec-deferred b1ee08c62c36	`12-confirmed-unlearn-with-failure-evidence-and-retry-free-embeds.md`	open
sprint2-boundary	e04ab9a9f05717b7607efe1137eac97795a41ed0	18	DW-18	DW-18	0a9812395c4a57c93f9bb32da93793f421b6ee6e330c2f70547d73a242aff0d6	spec-deferred 6e7fe476c928	`12-confirmed-unlearn-with-failure-evidence-and-retry-free-embeds.md`	open
sprint2-boundary	e04ab9a9f05717b7607efe1137eac97795a41ed0	19	DW-19	DW-19	16a8f0d9d8e9d748ee72f6ff24d62f6697209a644df69112f60845596d3a5c1e	spec-deferred e0dbef9e0f88	`12-confirmed-unlearn-with-failure-evidence-and-retry-free-embeds.md`	open
sprint2-boundary	e04ab9a9f05717b7607efe1137eac97795a41ed0	20	DW-20	DW-20	8676f2c9bc23f9479095d17aa5a8831701dd8a6212bd19e6be3edf18834d80b7	spec-deferred 553bb6411cf5	`12-confirmed-unlearn-with-failure-evidence-and-retry-free-embeds.md`	open
sprint2-boundary	e04ab9a9f05717b7607efe1137eac97795a41ed0	21	DW-21	DW-21	cad3e9d773a58e57df1f59ffa9c072f6b28332168d7ac47d3c5fc452b13a9c18	spec-deferred de93dd2066cc	`12-confirmed-unlearn-with-failure-evidence-and-retry-free-embeds.md`	open
sprint2-boundary	e04ab9a9f05717b7607efe1137eac97795a41ed0	22	DW-22	DW-22	4422ae9ecab91cbb09102ed83d72b9480ca7932098a5f4b5cf157a858d04afe4	operator 2026-09-02	`12-confirmed-unlearn-with-failure-evidence-and-retry-free-embeds.md`	open
sprint2-boundary	e04ab9a9f05717b7607efe1137eac97795a41ed0	23	DW-23	DW-23	319de2653ec5716a0ac2dc99802b024448358bbbbeb387d6c1bb52001867e8f6	spec-deferred fbbba2dca0f0	`1-shared-pre-edit-snapshot-writer.md`	open
sprint2-boundary	e04ab9a9f05717b7607efe1137eac97795a41ed0	24	DW-24	DW-24	58747a2d37fac4df19f8cf27463f58cf6c82446a5a907637edc334fc43831c88	spec-deferred 9e00a2db9df5	`2-trusted-context-module-for-generation-input.md`	open
sprint2-boundary	e04ab9a9f05717b7607efe1137eac97795a41ed0	25	DW-25	DW-25	e9104d7145d45ac048b35bd9f8985a07f2174191fbcab145f80aa57ea1c5b4e4	spec-deferred d176ecb8ca1d	`2-trusted-context-module-for-generation-input.md`	open
sprint2-boundary	e04ab9a9f05717b7607efe1137eac97795a41ed0	26	DW-26	DW-26	e15abed703da62f386e8a1dfeebf44f6ea2e13a2157b3371648e59fb6cedad3f	spec-deferred 25b33403de81	`2-trusted-context-module-for-generation-input.md`	open
sprint2-boundary	e04ab9a9f05717b7607efe1137eac97795a41ed0	27	DW-27	DW-27	3f1ac1d8a994a44b89e9caa7e7e08982373d250dc5d18162d6d9f76b85ac7d24	spec-deferred 8227370580e0	`2-trusted-context-module-for-generation-input.md`	open
sprint2-boundary	e04ab9a9f05717b7607efe1137eac97795a41ed0	28	DW-28	DW-28	8f56aa7d23c7d5983b9d923fd8b2bb735fe83df724361f4f19525d7c32834831	review-budget-followup	`2-trusted-context-module-for-generation-input.md`	open
sprint2-boundary	e04ab9a9f05717b7607efe1137eac97795a41ed0	29	DW-29	DW-29	84465a57c5710fc45bfbd875466c79b3e693cfeabe24d5ff9262c869d6ce37c2	spec-deferred 7874721f503f	`3-document-trust-from-uploader-role.md`	open
sprint2-boundary	e04ab9a9f05717b7607efe1137eac97795a41ed0	30	DW-30	DW-30	73467afb9c70a9e14f4588ff37004e1837d586ba0b26aa6960fb7d58e46d74e8	spec-deferred be5c004766ae	`3-document-trust-from-uploader-role.md`	open
sprint2-boundary	e04ab9a9f05717b7607efe1137eac97795a41ed0	31	DW-31	DW-31	f8ddca3def8c3a00fc046186a1521c9d6f3195b596ce2de7b624f99d47a94eee	spec-deferred e897e1d7422f	`3-document-trust-from-uploader-role.md`	open
sprint2-boundary	e04ab9a9f05717b7607efe1137eac97795a41ed0	32	DW-32	DW-32	5cda084ad74a851d7fc5dc418fc305d4678b35c5a704443c86f653ccf7fa4c01	spec-deferred 9a25b2e58895	`4-chat-evidence-leaves-the-system-prompt.md`	open
sprint2-boundary	e04ab9a9f05717b7607efe1137eac97795a41ed0	33	DW-33	DW-33	c7dc9dc04f8a0a0c4d7cb718c090ae9e8dae22bd64e331084b3d45ef4392f4ca	spec-deferred 762282c08dd8	`4-chat-evidence-leaves-the-system-prompt.md`	open
sprint2-boundary	e04ab9a9f05717b7607efe1137eac97795a41ed0	34	DW-34	DW-34	9767be28b7be1c1f17cf8f951b5a1d2808c13daab62ba6e4d0c64acc29127235	spec-deferred 52767725cd21	`4-chat-evidence-leaves-the-system-prompt.md`	open
sprint2-boundary	e04ab9a9f05717b7607efe1137eac97795a41ed0	35	DW-35	DW-35	521b21a72b80d276f222d78d6db620b9f24fdd4f1687db9c97381be6500dd87f	spec-deferred 2bfb71aed01a	`4-chat-evidence-leaves-the-system-prompt.md`	open
sprint2-boundary	e04ab9a9f05717b7607efe1137eac97795a41ed0	36	DW-36	DW-36	ea677eb0eb725690b18d7c01fb13c33f04cdef216ddc467956f42d7994e11f74	review-budget-followup	`4-chat-evidence-leaves-the-system-prompt.md`	open
sprint2-boundary	e04ab9a9f05717b7607efe1137eac97795a41ed0	37	DW-37	DW-37	a3974ca640bddddb3a8fd5b534c1ba33ebf049aea8a197fe8700251e90723614	spec-deferred 6756df965ce5	`5-injection-boundary-test-suite.md`	open
sprint2-boundary	e04ab9a9f05717b7607efe1137eac97795a41ed0	38	DW-38	DW-38	7f6669199702e8c90ae900e16ef110adb0b75da0e2ef0daa1a504719cad73715	spec-deferred 88c5ac0852f0	`5-injection-boundary-test-suite.md`	open
sprint2-boundary	e04ab9a9f05717b7607efe1137eac97795a41ed0	39	DW-39	DW-39	f855d3321a62a7fc2075c502ec20161fc3d57f0a722a1bc822104c4a98bc0c51	spec-deferred 1ab52d69ac38	`5-injection-boundary-test-suite.md`	open
sprint2-boundary	e04ab9a9f05717b7607efe1137eac97795a41ed0	40	DW-40	DW-40	3007b992aa13bca7905f9da13f2689cd0f7e37486d860d27b6a19bacd455a767	spec-deferred aaea020fc9fd	`5-injection-boundary-test-suite.md`	open
sprint2-boundary	e04ab9a9f05717b7607efe1137eac97795a41ed0	41	DW-41	DW-41	b0a56ebe64f30e2e5a3c089268acce78ccc5a54fe36d86f45d71ed543ce01a3b	review-budget-followup	`5-injection-boundary-test-suite.md`	open
sprint2-boundary	e04ab9a9f05717b7607efe1137eac97795a41ed0	42	DW-42	DW-42	ed221e3a9c291f539a9f56f35c59faf91d52d1f12b716e3e5b97360474970f9a	spec-deferred cb1e5b7a494c	`7-review-decisions-required-to-leave-internal-review.md`	open
sprint2-boundary	e04ab9a9f05717b7607efe1137eac97795a41ed0	43	DW-43	DW-43	293e8eef8d307b24379cf47ca2b08da8e89af3dc68f96820d20cc09ff228f11e	spec-deferred 1f2999995097	`7-review-decisions-required-to-leave-internal-review.md`	open
sprint2-boundary	e04ab9a9f05717b7607efe1137eac97795a41ed0	44	DW-44	DW-44	adac6a37db4a1aa6ace7fc9aa1152d18722177b61a5d6b1d0405c7cc9e7671aa	spec-deferred 340ddc7b1883	`7-review-decisions-required-to-leave-internal-review.md`	open
sprint2-boundary	e04ab9a9f05717b7607efe1137eac97795a41ed0	45	DW-45	DW-45	8edff9434924970083fc476ca8a8dc7fa5b8c0f7f3abc0f3691e62caa68f5471	spec-deferred 0d92b63b042d	`7-review-decisions-required-to-leave-internal-review.md`	open
sprint2-boundary	e04ab9a9f05717b7607efe1137eac97795a41ed0	46	DW-46	DW-46	25300a71f772a5a99b04a299a15ae42949cc1033f7d1d2f68980cd1fe6964807	spec-deferred 0f61d99a0a09	`3-persist-post-edit-distance-at-milestones.md`	open
sprint2-boundary	e04ab9a9f05717b7607efe1137eac97795a41ed0	47	DW-47	DW-47	207010b7a1495a516c8602573e0a11885f35b5038c8f468471dc93f0dee6d26a	spec-deferred df380f2085de	`3-persist-post-edit-distance-at-milestones.md`	open
sprint2-boundary	e04ab9a9f05717b7607efe1137eac97795a41ed0	48	DW-48	DW-48	ecfde0d811ecd54b102d291d8bd17d769dc0ae4d951be40477bd932e2439e5af	spec-deferred f8ab36ad866f	`3-persist-post-edit-distance-at-milestones.md`	open
sprint2-boundary	e04ab9a9f05717b7607efe1137eac97795a41ed0	49	DW-49	DW-49	9e11d61e40e65d8cbd753ffacde76aeddf21f5506ea2e72f551c00106d9ece80	spec-deferred 8bd581101280	`3-persist-post-edit-distance-at-milestones.md`	open
sprint2-boundary	e04ab9a9f05717b7607efe1137eac97795a41ed0	50	DW-50	DW-50	b550a34c951190337c0797d2bdb57effbf2ec967283706f2ca67874e96539f55	spec-deferred 1672ee0e4699	`3-persist-post-edit-distance-at-milestones.md`	open
sprint2-boundary	e04ab9a9f05717b7607efe1137eac97795a41ed0	51	DW-51	DW-51	a068cae651d3bc6da44d68f20e42ff3d5c7983a503684a2dd0edf5df071445cc	spec-deferred 27fd0c6fbcba	`3-persist-post-edit-distance-at-milestones.md`	open
sprint2-boundary	e04ab9a9f05717b7607efe1137eac97795a41ed0	52	DW-52	DW-52	2f33c5b85aece7ad96ae0ea359c2fad4ec82bd096a3a6f8b32248954c0381fe5	spec-deferred 6c8361a5abe1	`3-persist-post-edit-distance-at-milestones.md`	open
sprint2-boundary	e04ab9a9f05717b7607efe1137eac97795a41ed0	53	DW-53	DW-53	6a1a7c35b2d32a58106a0f6e2002fffcfddbc24108841aba460d9719cf27022f	spec-deferred 02963021049d	`3-persist-post-edit-distance-at-milestones.md`	open
sprint2-boundary	e04ab9a9f05717b7607efe1137eac97795a41ed0	54	DW-54	DW-54	e085282cffcaff92ca07ee7c98d961aa82c79ed85ae7679f64808ba5f5a3eb92	spec-deferred ca55a403acc7	`3-persist-post-edit-distance-at-milestones.md`	open
sprint2-boundary	e04ab9a9f05717b7607efe1137eac97795a41ed0	55	DW-55	DW-55	0d58c5038ff3c140ecdd749740c3f2abe5258db1e88ca7359761921716288a4e	spec-deferred deae0a6ac7eb	`3-persist-post-edit-distance-at-milestones.md`	open
sprint2-boundary	e04ab9a9f05717b7607efe1137eac97795a41ed0	56	DW-56	DW-56	ac7285fbd50582c831e7e787e202c9995b49f451bea8d55492bccd98a1fddc7b	spec-deferred 100d9c0baf83	`3-persist-post-edit-distance-at-milestones.md`	open
sprint2-boundary	e04ab9a9f05717b7607efe1137eac97795a41ed0	57	DW-57	DW-57	933b6f2910fd27fbc5e4fb6fe968b79a7a432d97452fc052cd0671d3b5c0c95b	spec-deferred b42a05a3908b	`3-persist-post-edit-distance-at-milestones.md`	open
sprint2-boundary	e04ab9a9f05717b7607efe1137eac97795a41ed0	58	DW-58	DW-58	752b19aad80840bc511ec2234e6253568977aaef89af2f2cc2ec39d6f3c97a86	spec-deferred e241a28dbc77	`3-persist-post-edit-distance-at-milestones.md`	open
sprint2-boundary	e04ab9a9f05717b7607efe1137eac97795a41ed0	59	DW-59	DW-59	bff8493fe4021d8cce87a8b914f8ebd202e94b56f47f89dc229541e06111eb97	spec-deferred 7f1a8c583f86	`3-persist-post-edit-distance-at-milestones.md`	open
sprint2-boundary	e04ab9a9f05717b7607efe1137eac97795a41ed0	60	DW-60	DW-60	d1e744d710d95f2fbcd3583c622f9207f4d8df30d3de08902a5536aaed6fa9a2	spec-deferred 85449beef801	`3-persist-post-edit-distance-at-milestones.md`	open
sprint2-boundary	e04ab9a9f05717b7607efe1137eac97795a41ed0	61	DW-61	DW-61	0db586748eaeb58154426da21939605f513aa56a99efcb800a569a90bef86378	spec-deferred b18dbfbdc69c	`3-persist-post-edit-distance-at-milestones.md`	open
sprint2-boundary	e04ab9a9f05717b7607efe1137eac97795a41ed0	62	DW-62	DW-62	676f1da2847240827556a15961660ea5b12584fdc1e465491ee869d5fdbe5501	spec-deferred 84cae3cbf0cc	`3-persist-post-edit-distance-at-milestones.md`	open
sprint2-boundary	e04ab9a9f05717b7607efe1137eac97795a41ed0	63	DW-63	DW-63	e37b6a08d90bebd8077d6c3a9e950564fdba808d2219dae5230554503fc0ec43	spec-deferred 7ca12cdf17a9	`3-persist-post-edit-distance-at-milestones.md`	open
sprint2-boundary	e04ab9a9f05717b7607efe1137eac97795a41ed0	64	DW-64	DW-64	22542bf36b940f1348ffdec59067d81dd1c2e97cbd44b15a8a980e6ae58dacee	spec-deferred 155ff2e6638e	`3-persist-post-edit-distance-at-milestones.md`	open
sprint2-boundary	e04ab9a9f05717b7607efe1137eac97795a41ed0	65	DW-65	DW-65	a5642f2424b1a69e9dbec1f709b6f7853e605f90967074e87edb3b7f75803acb	spec-deferred 62f4c7d4491a	`3-persist-post-edit-distance-at-milestones.md`	open
sprint2-boundary	e04ab9a9f05717b7607efe1137eac97795a41ed0	66	DW-66	DW-66	cd3fb4bfa22f7794f02030501277432eeadd320092f1a51bfb6431634f007d4a	spec-deferred 732eabc3e917	`3-persist-post-edit-distance-at-milestones.md`	open
sprint2-boundary	e04ab9a9f05717b7607efe1137eac97795a41ed0	67	DW-67	DW-67	3d6d1b6d80e28ac9d8ad87d10e01995850f9c669d31c30834a5e743f29980efb	spec-deferred 65c0249ac3e4	`3-persist-post-edit-distance-at-milestones.md`	open
sprint2-boundary	e04ab9a9f05717b7607efe1137eac97795a41ed0	68	DW-68	DW-68	d1c203a76ed39fd7662f8a7e10f457fe776f3c7c879e0dc1ec78475eebc94269	spec-deferred 176045d2b1ac	`3-persist-post-edit-distance-at-milestones.md`	open
sprint2-boundary	e04ab9a9f05717b7607efe1137eac97795a41ed0	69	DW-46	DW-69	46edac2a814b4099afb52d31a227f14a238fa508dbafe5e3cc56e144d3d2dada	spec-deferred 49135c102a03	`9-review-artifacts-pinned-to-revision-and-content-hash.md`	open
sprint2-boundary	e04ab9a9f05717b7607efe1137eac97795a41ed0	70	DW-46	DW-70	d6d0f8297c0f622ca7f70ecbdbf5f0f4ffe353a4169d81ff4950d8ec6a1a9a40	spec-deferred 5e1fa4cb0ca5	`10-analyzer-once-per-generation-with-prompt-caching.md`	open
lane/spec-ai-engine-sprint-2-boundary/qa	7c27eeff15c583389462b5e3e68eb47bdb373cb5	1	DW-1	DW-1	203ce2bacb58f7500d5026e855421d02bae1e201c9ec3b9949bf659136a2f812	spec-deferred 542cee466154	`9-bounded-chat-context-windowed-proposals-empty-reads-on-missing-threads.md`	open
lane/spec-ai-engine-sprint-2-boundary/qa	7c27eeff15c583389462b5e3e68eb47bdb373cb5	2	DW-2	DW-2	3bffff1d97e5b9368a26c742ca1fce831b7691be7176b120da04b46a198c6506	review-budget-followup	`9-bounded-chat-context-windowed-proposals-empty-reads-on-missing-threads.md`	open
lane/spec-ai-engine-sprint-2-boundary/qa	7c27eeff15c583389462b5e3e68eb47bdb373cb5	3	DW-3	DW-3	42f6f5094e4327b27af52508426e748371f298b0cc6bbfab69f23c7a3b186785	spec-deferred 96dbf2f50b46	`10-generations-record-prompt-version-hash-and-learning-digest-ids.md`	open
lane/spec-ai-engine-sprint-2-boundary/qa	7c27eeff15c583389462b5e3e68eb47bdb373cb5	4	DW-4	DW-4	b703bd07be174de1cd7d2f9348edcc48bb1e772ba98c714f6c906aca2aff08c5	spec-deferred 441c1cd5bc10	`10-generations-record-prompt-version-hash-and-learning-digest-ids.md`	open
lane/spec-ai-engine-sprint-2-boundary/qa	7c27eeff15c583389462b5e3e68eb47bdb373cb5	5	DW-5	DW-5	e682b1c5bac20f4fd9c8a9f526af6c14614bc507a437d0901c1b2857b30f6ab8	spec-deferred f3ddbb267ea5	`10-generations-record-prompt-version-hash-and-learning-digest-ids.md`	open
lane/spec-ai-engine-sprint-2-boundary/qa	7c27eeff15c583389462b5e3e68eb47bdb373cb5	6	DW-6	DW-6	e74d3de377f27652064c27bb49f374a9c258438383a8f583b85047d59eacb12f	spec-deferred 7403dbc2733c	`10-generations-record-prompt-version-hash-and-learning-digest-ids.md`	open
lane/spec-ai-engine-sprint-2-boundary/qa	7c27eeff15c583389462b5e3e68eb47bdb373cb5	7	DW-7	DW-7	27d645dc5629a64504a6e451fd769bd5e7715deda59ec852f4c6cf3858bde360	spec-deferred 2b000c09e95e	`10-generations-record-prompt-version-hash-and-learning-digest-ids.md`	open
lane/spec-ai-engine-sprint-2-boundary/qa	7c27eeff15c583389462b5e3e68eb47bdb373cb5	8	DW-8	DW-8	a7e99630fc03e238fe97bceb433a6bf312cbbe53b5edd0949875319658ae4975	spec-deferred 50914cf5f212	`10-generations-record-prompt-version-hash-and-learning-digest-ids.md`	open
lane/spec-ai-engine-sprint-2-boundary/qa	7c27eeff15c583389462b5e3e68eb47bdb373cb5	9	DW-9	DW-9	3a7bb42574adf713adda9008d5992a187fe07e97bb90e38ccd751ec58e9f9592	spec-deferred f97517052e1a	`10-generations-record-prompt-version-hash-and-learning-digest-ids.md`	open
lane/spec-ai-engine-sprint-2-boundary/qa	7c27eeff15c583389462b5e3e68eb47bdb373cb5	10	DW-10	DW-10	eccd0dc74cc58b56895cf807b9b8635cf7846a4a89ef5f0bc4f10b249353fe3e	spec-deferred 482a6ce62b45	`10-generations-record-prompt-version-hash-and-learning-digest-ids.md`	open
