ts	phase	decision	why	evidence	result
2026-09-06T00:36:53Z	preflight	Corrected the actual B4 draft after checking the reported file hash	Auditor first updated its planning note instead of the dispatch draft; root detected stale selectors before any implementation	.audit/branch-consolidation/planning/B4-draft-correction-provenance.json	Intended draft now has15 retained browser suites and2 unit suites; product untouched
2026-09-06T00:36:53Z	preflight	Recovered live endpoint assertions before cleanup dispatch	Supplied-count formatter tests cannot prove canonical versus legacy row classification	.audit/branch-consolidation/planning/B5-preflight.md;.audit/branch-consolidation/planning/drafts/spec-branch-b5-dead-helpers-underline.md	B5 includes one registered getFacets preservation case; no backend behavior change
2026-09-06T00:42:49Z	B13	Added complete match enumeration and QA navigation consistency to rederivation	Second review found a skipped valid Unicode match and the remaining inconsistent AI highlight producer	.audit/branch-consolidation/B13-r1/review-triage.md;.audit/branch-consolidation/B13-r1/rederive-preservation.json	Iteration2; full producer inventory; source reverted only after preservation
2026-09-06T01:02:59Z	B13	Committed repaired search ranges and all AI highlight producers	Three independent review rounds and final full gate passed; native follow-ups closed without changing other entries	0d481e2b76390e0eff3208d91f1f47d83b173474;.audit/branch-consolidation/B13-r2/native-closure.json	2020 unit and481 browser tests passed; four batches accepted
2026-09-06T01:14:49Z	B3	Committed blank-upload read optimization after reviews and full gate	Four real metric fixtures changed from3queries and history-dependent reads to2queries/2reads; preserved upload outcomes	.audit/branch-consolidation/B3/gate/result.json;.audit/branch-consolidation/B3/native-deferral.json	2028 unit and481 browser tests passed; pre-existing storage defect recorded as open DW-103
2026-09-06T01:25:26Z	runtime	Require Node24 for remaining parent gates after detecting non-login shell drift	Runtime provenance showed the parent shell selected Node22 although own install and repo version are Node24	.audit/branch-consolidation/B4/parent-runtime-node22.json;.audit/branch-consolidation/B3/gate/gate.log	Earlier Node22 passes retained honestly; combined B4 candidate will also be verified on Node24
2026-09-06T01:30:08Z	B4	Committed17 abandoned UI files after static proof, review and Node24 gate	All66 retained cases matched;16 retired cases mapped; parent runtime mismatch corrected without changing source	.audit/branch-consolidation/B4/gate-node24/result.json;.audit/branch-consolidation/B4/review-evidence-addendum.md	2015 unit and478 browser tests passed on Node24; B9 docs still required before final merge
2026-09-06T01:39:57Z	B5	Re-derived helper cleanup with a maintained unconditional Underline regression	Standalone proof inferred baseline acceptance from source and could accept restored duplicate registration	.audit/branch-consolidation/B5/review-triage.md;.audit/branch-consolidation/B5/rederive-preservation.json	Iteration1;10 sources preserved before revert; frozen intent and prior B13 tests unchanged
2026-09-06T01:53:53Z	B5	Resolved an additional generated screenshot finding after the full gate passed	Artifact guard caught a19-row white-canvas difference; all911 shared pixel rows are identical and the maintained test writes this path	.audit/branch-consolidation/B5-r1/gate/acceptance.json;.audit/branch-consolidation/B5-r1/gate/artifact-review/pixel-comparison.json	Original restored; source unchanged; both images and original guard failure retained
2026-09-06T01:55:15Z	B5	Committed helper cleanup with maintained Underline regression after rederivation	Fixed expectations reproduce both duplicate modes and pass repaired source; fresh reviews and full Node24 tests passed	309570c60c9ad96d02ad234bdc028c34ddf80390;.audit/branch-consolidation/B5-r1/gate/acceptance.json	2011 unit and478 browser tests passed; screenshot guard finding separately resolved and preserved
2026-09-06T02:06:59Z	runtime	Independent auditor verified44 completed CLI workers across7 accepted batch families	Actual headers, distinct sessions, final exits and result hashes agree with requested Astra6 medium; earlier rederivations remain disclosed	.audit/branch-consolidation/worker-runtime-audit/receipts.json;.audit/branch-consolidation/worker-runtime-audit/conclusion.md	11 implementations and33 reviewers exit0; B6 pending and old native fan-out not reclassified
2026-09-06T02:13:28Z	B6	Committed real endpoint coverage after restoring every mapped assertion	Independent deletion audit caught exact-role fidelity; parent patches and all Node24 gates passed	71e809f9f58e07b1b436fff95b2dbe6e9d05b27d;.audit/branch-consolidation/B6/gate/result.json	2006 unit and478 browser tests pass; eight batches accepted
2026-09-06T02:27:14Z	B7	Committed exact dependency prune after fresh install, independent reviews and full Node24 gate	146 unreachable lock entries removed; survivors unchanged; inherited required peer and advisory findings separately deferred	d28cfc0bc0a34e78683152553143179fac2682c7;.audit/branch-consolidation/B7/gate/result.json;.audit/branch-consolidation/B7/native-deferral.json	2006 unit and478 browser pass; nine batches accepted; DW-104/DW-105 remain open
2026-09-06T02:27:48Z	evidence	Prepared committed-object archive verifier and passed accepted B6 control	Final evidence must be verified from immutable Git objects rather than ignored local files or index membership	.audit/branch-consolidation/recovery-audit/verify-committed-archives.py;71e809f9f58e07b1b436fff95b2dbe6e9d05b27d	14 manifests and890 records verified with zero issues; final candidate rerun remains required
2026-09-06T02:37:42Z	B8	Committed mobile creation target and recovered navigation assertions	Real mobile failure repaired; exact desktop baseline preserved; reviewer evidence gaps corrected and full gate passed	9d83ffd3091c1e801285149622c879abe0087556;.audit/branch-consolidation/B8/gate/result.json	2006 unit and478 browser tests pass; ten batches accepted
2026-09-06T02:47:55Z	B9	Committed current setup documentation and approved local browser smoke	Claims matched actual consumers/parser; guarded copy fixtures and independent TOML/README preservation passed	8511662cb8fd9748d02f413c633bf21b5cdec9ee;.audit/branch-consolidation/B9/parent-patch-checks.json	Documentation/config-only proof; no invented runtime rerun; eleven batches accepted
2026-09-06T03:08:58Z	B10	Kept strict navigation assertions and corrected the scoped partial-router fixture	Candidate and exact baseline emitted the same extra redirect because the stub retained DashboardPage after updating URL	.audit/branch-consolidation/B10/parent-navigation-comparison.json;.audit/branch-consolidation/B10/parent-patched-final.json;.audit/branch-consolidation/B10/review-triage.md	25 pure and32 browser cases pass; live destination routing not claimed
2026-09-06T03:11:52Z	B10	Committed workspace cleanup after strict navigation and policy-preservation review	25 observations preserved; scoped fixture corrected from baseline evidence; full Node24 gate passed	7c6a0099901a580d4c231df747d358faff064eaf;.audit/branch-consolidation/B10/gate/result.json	2020 unit and482 browser tests pass; twelve batches accepted
2026-09-06T03:16:00Z	ownership	Excluded Cownose14 uncommitted paths pending the unanswered ownership question	Committed branch tips do not include these bytes; preserve other agents work without importing or resetting it	.audit/branch-consolidation/worktree-audit/findings.md;.audit/branch-consolidation/state.json;.audit/branch-consolidation/final-trail-audit/preliminary-review.md	open; not part of all-committed-branches merge claim
2026-09-06T03:16:00Z	trail-review	Supplemented earlier scope, semantic-review and archive-control evidence pointers	Sol review found three correct claims whose canonical rows did not directly cite their strongest receipts	.audit/branch-consolidation/setup.json;.audit/branch-consolidation/initial-refs.json;.audit/branch-consolidation/recovery-independent-review.md;.audit/branch-consolidation/recovery-audit/committed-archives-control.json;.audit/branch-consolidation/recovery-audit/committed-archives-control-receipt.json	Original rows preserved; source disposition and immutable14-manifest890-record control remain distinct
2026-09-06T03:16:00Z	shipping	Will manually require both GitHub CI jobs before normal merge	GitHub reports main is not protected; repository permits merge commits and no open PR overlaps at this checkpoint	.audit/branch-consolidation/finalization/remote-preflight.json;.audit/branch-consolidation/finalization/preflight-3.log	main remains cc6b706; no push or merge yet; fresh PR-head checks required
2026-09-06T03:17:03Z	ownership	Revalidated all registered worktrees before final integration	External dirty bytes and branch identities must remain intact while the owned integration advances	.audit/branch-consolidation/worktree-audit/checkpoint-20260906T030859Z/findings.md;.audit/branch-consolidation/worktree-audit/checkpoint-20260906T030859Z/comparison.json	39 worktrees preserved; six external dirty worktrees and21 paths unchanged; Cownose14 still excluded
2026-09-06T03:22:26Z	runtime	Completed independent runtime audit through the final B11 worker and reviewers	Actual CLI identity and completion receipts must distinguish replacement sessions from late old fan-out notices	.audit/branch-consolidation/worker-runtime-audit/receipts-through-B11.json;.audit/branch-consolidation/worker-runtime-audit/conclusion-through-B11.md	68 distinct Astra6 medium sessions:17 implementation attempts and51 reviewers; B11 parent gate still pending
2026-09-06T03:24:21Z	B11	Committed final erasure-label recovery after real red/green rendering and full combined gate	All26 historical source units now have their required implementation batches accepted	2bf526d15b7c6b776b3ed5f404b95d584eb4e235;.audit/branch-consolidation/B11/gate/result.json;.audit/branch-consolidation/B11/review-triage.md	All13 batches accepted;2020 unit and489 browser tests pass; ancestry and shipping pending
2026-09-06T03:31:51Z	factory-replay	Resolved the stale B4 planning pointer with exact historical hash recovery and separately pinned current replacement	Original strict replay must remain failed; documented correction changed planning text after the historical ledger snapshot	.audit/branch-consolidation/recovery-audit/factory-history-drift-replay-receipt.json;.audit/branch-consolidation/recovery-audit/B4-historical-recovery-provenance.json;.audit/branch-consolidation/recovery-audit/factory-history-qualified-portable-receipt.json;.audit/branch-consolidation/recovery-audit/factory-history-qualified-result.json	Qualified replay passes124commits/519paths; original ledger and receipt unchanged; recovered bytes match original hash, not independently saved original
2026-09-06T03:31:51Z	admission	Bound all useful historical source dispositions to accepted commits and verified their committed evidence	Finish every content prerequisite before any ancestry-only recording	.audit/branch-consolidation/finalization/content-admission.json;.audit/branch-consolidation/finalization/accepted-batch-archives.json;.audit/branch-consolidation/recovery-independent-review.md;.audit/branch-consolidation/factory-independent-review.md	13accepted batches;26source dispositions;20historical parents ready;19manifests/1211records valid at2bf526d
2026-09-06T03:31:51Z	ancestry-preflight	Revalidated the81captured refs after fresh fetch with no pruning	New or moved branch work must be reviewed before historical ancestry is accepted	.audit/branch-consolidation/finalization/ancestry-before.json;.audit/branch-consolidation/finalization/ancestry-before.log	Zero captured-ref drift; only newref is owned consolidation; historical missing ancestors expected before recording
